,input_0,input_1,input_2,input_4,output
0,-1.3061664288998938,0.7652690067326686,0.9985297339769668,-0.046315643971291794,-22.78141567869718
1,-1.1023054073001406,1.1218837046748156,-0.6690103271612506,-3.0686338078898436,-17.269223830888727
2,-1.1414645174158007,0.5373131328403928,0.862389393032332,0.44994403094785335,-2.908588724962538
3,0.04317707342513373,0.0484347267982688,1.263884014276319,-1.0997132476916647,42.71560526098666
4,0.1153488961636069,0.918456170585668,-0.45904054750394563,-0.4883781902404468,42.87424539273325
5,-1.0592481021837776,0.4427799250941097,-2.0393107691143166,1.3284062006846722,-49.32946204327088
6,-0.9512813640550551,0.3313235190879074,-0.07458767503681614,-0.8224223765405144,-75.57775316642586
7,1.4563660266352672,1.4402409911214316,-0.5881934585895153,0.5785350526228628,176.64495695042325
8,0.674693488570039,-1.238794971802693,-2.5376504032390965,0.6554149854155235,-112.12907157813828
9,1.0868652848692442,-2.583787229258797,2.357208736304847,0.13722643493214123,-34.59611029326132
10,3.1889601628594266,-0.6775535579814136,0.673176501345978,-1.1484313590653838,139.9270081833456
11,-0.0683141538859149,-0.8413112803641336,-0.3461281506409087,0.11720260223678397,-77.82599387281105
12,0.7754576282938893,0.5604283369435755,0.4373931020129726,0.5344448499037234,104.7694140090252
13,0.2491204038081903,-0.3328132867287236,-0.04436790424857084,-0.30543018739349437,-9.14670100196963
14,-2.94707480063802,0.2410575683872676,0.5378786157745821,-0.40935667091152955,-144.2123296460523
15,0.2761090620358579,-0.22367032102252263,-0.33679754028578535,-1.5902624848657099,-8.85421017282263
16,-1.2182872109878173,0.7464133707080748,-0.6935008054769489,0.5159156085092509,-46.110570178207304
17,1.0614982952837477,1.4912289985010099,-2.0648121281272274,-0.7123169425914962,125.2310013169719
18,-0.9644429970528077,-1.9073868304078327,-0.745125875352381,0.10689099494838056,-229.43173452845767
19,-0.8642843255265932,0.3901412958318278,0.12088319198303088,-0.028932533417117903,-9.891752397529658
